t(s),N2(T),N(T),H(T),NH3(T),NH2(T),NH(T),RU(T),N2(S),N(S),H(S),NH3(S),NH2(S),NH(S),RU(S)
2.35000000e-04,-2.57110010e-11,-2.03852921e-08,-2.17367936e-08,-1.41467220e-12,-5.26047862e-10,2.19246132e-08,2.07506461e-08,-4.74012728e-10,5.67411007e-10,-4.58709117e-10,-2.07888695e-12,4.09724407e-11,3.63078456e-10,-3.66611725e-11
2.80000000e-04,-1.47845405e-09,-1.22239170e-06,-1.19740643e-06,-7.97568444e-11,-2.96889418e-08,1.25609523e-06,1.19495006e-06,-2.26219940e-08,2.31486723e-08,-1.64161751e-08,-1.79795137e-10,-5.36252884e-09,2.76593779e-08,-6.22755715e-09
3.25000000e-04,-2.82507905e-09,-2.33659323e-06,-2.28719768e-06,-1.52374900e-10,-5.67189136e-08,2.40010880e-06,2.28337847e-06,-4.31549559e-08,4.40871410e-08,-3.12106226e-08,-3.44494546e-10,-1.03677118e-08,5.29570681e-08,-1.19664243e-08
3.70000000e-04,-4.06563040e-09,-3.36298582e-06,-3.29110670e-06,-2.19268678e-10,-8.16158002e-08,3.45396119e-06,3.28603203e-06,-6.20732927e-08,6.33839594e-08,-4.48417182e-08,-4.96176607e-10,-1.49745575e-08,7.62557759e-08,-1.72539903e-08
4.15000000e-04,-5.20005926e-09,-4.30157831e-06,-4.20914189e-06,-2.80438427e-10,-1.04379981e-07,4.41766153e-06,4.20291915e-06,-7.93768872e-08,8.10388041e-08,-5.73095204e-08,-6.34841556e-10,-1.91830958e-08,9.75556205e-08,-2.20900797e-08
4.60000000e-04,-6.22840870e-09,-5.15236380e-06,-5.04129686e-06,-3.35883931e-10,-1.25011020e-07,5.29120257e-06,5.03403341e-06,-9.50655830e-08,9.70512062e-08,-6.86142867e-08,-7.60490110e-10,-2.29932240e-08,1.16856656e-07,-2.64742783e-08
5.05000000e-04,-7.15064918e-09,-5.91534554e-06,-5.78757470e-06,-3.85605266e-10,-1.43508999e-07,6.07458756e-06,5.77937794e-06,-1.09139462e-07,1.11421468e-07,-7.87557370e-08,-8.73121065e-10,-2.64050861e-08,1.34158887e-07,-3.04069482e-08
5.50000000e-04,-7.96679535e-09,-6.59051848e-06,-6.44797030e-06,-4.29602401e-10,-1.59874041e-07,6.76781163e-06,6.43894759e-06,-1.21598293e-07,1.24149041e-07,-8.77340897e-08,-9.72735319e-10,-2.94185472e-08,1.49462264e-07,-3.38876400e-08
5.95000000e-04,-8.67683860e-09,-7.17788902e-06,-7.02248999e-06,-4.67875474e-10,-1.74106172e-07,7.37088117e-06,7.01274873e-06,-1.32442446e-07,1.35234716e-07,-9.55492065e-08,-1.05933262e-09,-3.20336963e-08,1.62766827e-07,-3.69168614e-08
6.40000000e-04,-9.28079344e-09,-7.67745371e-06,-7.51113037e-06,-5.00424276e-10,-1.86205384e-07,7.88379276e-06,7.50077792e-06,-1.41671792e-07,1.44678276e-07,-1.02201068e-07,-1.13291298e-09,-3.42505122e-08,1.74072513e-07,-3.94945043e-08
6.85000000e-04,-9.77863532e-09,-8.08921567e-06,-7.91389464e-06,-5.27249035e-10,-1.96171547e-07,8.30654935e-06,7.90303840e-06,-1.49286304e-07,1.52479577e-07,-1.07689770e-07,-1.19347573e-09,-3.60689883e-08,1.83379404e-07,-4.16204434e-08
7.30000000e-04,-1.01703896e-08,-8.41317168e-06,-8.23077953e-06,-5.48349526e-10,-2.04004744e-07,8.63914783e-06,8.21952687e-06,-1.55286223e-07,1.58639256e-07,-1.12015177e-07,-1.24102212e-09,-3.74891040e-08,1.90687326e-07,-4.32950567e-08
